R_m Z_m Te_eV Ti_eV O1+_sput O2+_sput O3+_sput O4+_sput O5+_sput O6+_sput O7+_sput O8+_sput Total_sput
2.99443300e+00 -6.62837050e-01 3.00000000e-02 3.00000000e-02 3.05607334e-08 2.71473746e-08 6.22618073e-08 3.75037727e-08 3.23870868e-08 3.11298284e-08 2.88600615e-08 1.58603626e-08 2.65711027e-07
3.00197990e+00 -6.56240250e-01 3.00000000e-02 3.00000000e-02 2.67063279e-08 2.40361511e-08 5.60908063e-08 3.43267465e-08 3.00442731e-08 2.92102644e-08 2.73500577e-08 1.51603491e-08 2.42924976e-07
3.00945080e+00 -6.49557530e-01 3.00000000e-02 3.00000000e-02 2.38985774e-08 2.18442588e-08 5.18582881e-08 3.22084748e-08 2.85318229e-08 2.80175344e-08 2.64549371e-08 1.47697717e-08 2.27583665e-07
3.01684480e+00 -6.42789760e-01 3.00000000e-02 3.00000000e-02 5.44722250e-08 4.74696439e-08 1.04147330e-07 5.99008509e-08 4.95834430e-08 4.58568206e-08 4.10361849e-08 2.18393672e-08 4.24305866e-07
3.02416090e+00 -6.35937830e-01 3.00000000e-02 3.00000000e-02 2.63704866e-08 2.49707112e-08 5.98062628e-08 3.72231001e-08 3.29831665e-08 3.23706078e-08 3.05341768e-08 1.70311783e-08 2.61289690e-07
3.03139800e+00 -6.29002630e-01 3.00000000e-02 3.00000000e-02 2.63704866e-08 2.49707112e-08 5.98062628e-08 3.72231001e-08 3.29831665e-08 3.23706078e-08 3.05341768e-08 1.70311783e-08 2.61289690e-07
3.03855540e+00 -6.21985080e-01 3.00000000e-02 3.00000000e-02 2.63704866e-08 2.49707112e-08 5.98062628e-08 3.72231001e-08 3.29831665e-08 3.23706078e-08 3.05341768e-08 1.70311783e-08 2.61289690e-07
3.04563200e+00 -6.14886090e-01 3.00000000e-02 3.00000000e-02 3.58848829e-09 6.90667310e-09 1.78992427e-08 1.12034233e-08 9.71261356e-09 9.25137580e-09 8.45500703e-09 4.56802174e-09 7.15848455e-08
3.05262690e+00 -6.07706590e-01 3.00000000e-02 3.00000000e-02 3.58848829e-09 6.90667310e-09 1.78992427e-08 1.12034233e-08 9.71261356e-09 9.25137580e-09 8.45500703e-09 4.56802174e-09 7.15848455e-08
3.05953910e+00 -6.00447530e-01 3.00000000e-02 3.00000000e-02 3.58848829e-09 6.90667310e-09 1.78992427e-08 1.12034233e-08 9.71261356e-09 9.25137580e-09 8.45500703e-09 4.56802174e-09 7.15848455e-08
3.06636790e+00 -5.93109850e-01 3.00000000e-02 3.00000000e-02 3.58848829e-09 6.90667310e-09 1.78992427e-08 1.12034233e-08 9.71261356e-09 9.25137580e-09 8.45500703e-09 4.56802174e-09 7.15848455e-08
3.07311230e+00 -5.85694510e-01 3.00000000e-02 3.00000000e-02 3.58848829e-09 6.90667310e-09 1.78992427e-08 1.12034233e-08 9.71261356e-09 9.25137580e-09 8.45500703e-09 4.56802174e-09 7.15848455e-08
3.07977130e+00 -5.78202480e-01 3.00000000e-02 3.00000000e-02 3.58848829e-09 6.90667310e-09 1.78992427e-08 1.12034233e-08 9.71261356e-09 9.25137580e-09 8.45500703e-09 4.56802174e-09 7.15848455e-08
3.08634430e+00 -5.70634750e-01 3.00000000e-02 3.00000000e-02 3.58848829e-09 6.90667310e-09 1.78992427e-08 1.12034233e-08 9.71261356e-09 9.25137580e-09 8.45500703e-09 4.56802174e-09 7.15848455e-08
3.09283010e+00 -5.62992310e-01 3.00000000e-02 3.00000000e-02 1.04103072e-08 1.16512083e-09 9.74111530e-10 1.38312081e-09 1.52500094e-09 1.64268297e-09 1.62530557e-09 9.30380123e-10 1.96560299e-08
3.09922820e+00 -5.55276150e-01 3.00000000e-02 3.00000000e-02 1.04103072e-08 1.16512083e-09 9.74111530e-10 1.38312081e-09 1.52500094e-09 1.64268297e-09 1.62530557e-09 9.30380123e-10 1.96560299e-08
3.10553750e+00 -5.47487290e-01 3.00000000e-02 3.00000000e-02 4.60538626e-08 3.24016969e-08 7.36487184e-08 4.51342398e-08 3.97619030e-08 3.89510716e-08 3.67488108e-08 2.05024391e-08 3.33202742e-07
3.11175720e+00 -5.39626740e-01 3.00000000e-02 3.00000000e-02 4.60538626e-08 3.24016969e-08 7.36487184e-08 4.51342398e-08 3.97619030e-08 3.89510716e-08 3.67488108e-08 2.05024391e-08 3.33202742e-07
3.11788660e+00 -5.31695550e-01 3.00000000e-02 3.00000000e-02 4.60538626e-08 3.24016969e-08 7.36487184e-08 4.51342398e-08 3.97619030e-08 3.89510716e-08 3.67488108e-08 2.05024391e-08 3.33202742e-07
3.12392490e+00 -5.23694730e-01 3.00000000e-02 3.00000000e-02 7.67161765e-08 5.62605628e-08 1.29447989e-07 7.99567345e-08 7.08010144e-08 6.95505219e-08 6.58509134e-08 3.68457716e-08 5.85429684e-07
3.12987120e+00 -5.15625350e-01 3.00000000e-02 3.00000000e-02 7.67161765e-08 5.62605628e-08 1.29447989e-07 7.99567345e-08 7.08010144e-08 6.95505219e-08 6.58509134e-08 3.68457716e-08 5.85429684e-07
3.13572480e+00 -5.07488460e-01 3.00000000e-02 3.00000000e-02 7.67161765e-08 5.62605628e-08 1.29447989e-07 7.99567345e-08 7.08010144e-08 6.95505219e-08 6.58509134e-08 3.68457716e-08 5.85429684e-07
3.14148490e+00 -4.99285120e-01 3.00000000e-02 3.00000000e-02 1.00436632e-07 7.60498330e-08 1.76465183e-07 1.09486599e-07 9.72069516e-08 9.57321215e-08 9.07605515e-08 5.08449372e-08 7.96982809e-07
3.14715080e+00 -4.91016400e-01 3.00000000e-02 3.00000000e-02 1.00436632e-07 7.60498330e-08 1.76465183e-07 1.09486599e-07 9.72069516e-08 9.57321215e-08 9.07605515e-08 5.08449372e-08 7.96982809e-07
3.15272170e+00 -4.82683400e-01 3.00000000e-02 3.00000000e-02 1.20405944e-07 9.20826495e-08 2.14321322e-07 1.33231932e-07 1.18436975e-07 1.16767917e-07 1.10796316e-07 6.21177296e-08 9.68160786e-07
3.15819690e+00 -4.74287200e-01 3.00000000e-02 3.00000000e-02 1.20405944e-07 9.20826495e-08 2.14321322e-07 1.33231932e-07 1.18436975e-07 1.16767917e-07 1.10796316e-07 6.21177296e-08 9.68160786e-07
3.16357560e+00 -4.65828900e-01 3.00000000e-02 3.00000000e-02 1.41925445e-07 1.08708666e-07 2.53347494e-07 1.57669017e-07 1.40267336e-07 1.38390548e-07 1.31393822e-07 7.37088600e-08 1.14541119e-06
3.16885720e+00 -4.57309610e-01 3.00000000e-02 3.00000000e-02 1.41925445e-07 1.08708666e-07 2.53347494e-07 1.57669017e-07 1.40267336e-07 1.38390548e-07 1.31393822e-07 7.37088600e-08 1.14541119e-06
3.17404100e+00 -4.48730450e-01 3.00000000e-02 3.00000000e-02 1.41925445e-07 1.08708666e-07 2.53347494e-07 1.57669017e-07 1.40267336e-07 1.38390548e-07 1.31393822e-07 7.37088600e-08 1.14541119e-06
3.17912630e+00 -4.40092530e-01 3.00000000e-02 3.00000000e-02 1.66980520e-07 1.29462238e-07 3.02886723e-07 1.88891805e-07 1.68252338e-07 1.66156038e-07 1.57890896e-07 8.86405548e-08 1.36916111e-06
3.18411240e+00 -4.31396980e-01 3.00000000e-02 3.00000000e-02 1.66980520e-07 1.29462238e-07 3.02886723e-07 1.88891805e-07 1.68252338e-07 1.66156038e-07 1.57890896e-07 8.86405548e-08 1.36916111e-06
3.18899870e+00 -4.22644960e-01 3.00000000e-02 3.00000000e-02 1.66980520e-07 1.29462238e-07 3.02886723e-07 1.88891805e-07 1.68252338e-07 1.66156038e-07 1.57890896e-07 8.86405548e-08 1.36916111e-06
3.19378450e+00 -4.13837600e-01 3.00000000e-02 3.00000000e-02 1.66980520e-07 1.29462238e-07 3.02886723e-07 1.88891805e-07 1.68252338e-07 1.66156038e-07 1.57890896e-07 8.86405548e-08 1.36916111e-06
2.97110000e+00 -4.20100000e-01 1.53444094e-01 4.97900687e-01 2.34280907e-07 2.24768972e-07 4.53936822e-07 5.87652642e-07 2.61425437e-06 5.37931044e-05 1.06467140e-05 4.55114348e-06 7.31058556e-05
